Habitat,ISO3,Citation
saltmarshes,URY,"Isacch J.P., Costa C.S.B., Rodríguez-Gallego L., Conde D., Escapa M., Gagliardini D.A & Iribarne O. (2006) Distribution of saltmarsh plant communites associated with environmental factors along a latitudinal gradient on the SW Atlantic coast. Journal of Biogeography 33:800."
cold-water corals,URY,"Kölliker, A. (1880). Report on the Pennatulida dredged by H.M.S. Challenger during the years 1873-1882"
cold-water corals,URY,MV Kitahara. (2007). Species richness and distribution of azooxanthellate Scleractinia in Brazil. Bulletin of Marine Science 81(3): 497-518.
cold-water corals,URY,"Yesson C, Taylor ML, Tittensor DP, Davies AJ, Guinotte J, Baco A, Black J, Hall-Spencer JM, Rogers AD (2012). Global habitat suitability of cold-water Octocorals. Journal of Biogeography 39: 1278-1292. DOI: https://doi.org/10.1111/j.1365-2699.2011.02681.x"
seagrasses,USA,"AAA Engineering and Drafting Inc. and Sea Grant College Program, United States Army Corps of Engineers (Manoa). 1989.  Kwajalein Atoll Coastal Resource Atlas. Honolulu:US Army Corps of Engineers, Pacific Ocean Division."
cold-water corals,USA,"Andrews, A. H., Cailliet, G. M., Kerr, L. A., Coale, K. H., Lundstrom, C., & DeVogelaere, A. P. (2005). Investigations of age and growth for three deep-sea corals from the Davidson Seamount off central California. In Cold-water corals and ecosystems (pp. 1021-1038). Springer, Berlin, Heidelberg."
seagrasses,USA,"Backman, T.W. & Barilotti, D.C. (1976). Irradiance reduction: effects on standing crops the eelgrass Zostera marina in a coastal lagoon. 33-40."
cold-water corals,USA,"Baco et al., unpublished data."
cold-water corals,USA,"Bayer, F. M. (1952). New western Atlantic records of octocorals (Coelenterata: Anthozoa), with descriptions of three new species. Journal of the Washington Academy of Sciences, 42(6), 183-189."
cold-water corals,USA,"Bayer, F. M. (1956). Descriptions and redescriptions of the Hawaiian octocorals collected by the US Fish Commission steamer"" Albatross""(2. Gorgonacea: Scleraxonia)."
cold-water corals,USA,"Bayer, F. M. (1990). A new isidid octocoral (Anthozoa: Gorgonacea) from New Caledonia, with descriptions of other new species from elsewhere in the Pacific Ocean."
cold-water corals,USA,"Bayer, F. M. (1990). A new isidid octocoral (Anthozoa: Gorgonacea) from New Caledonia, with descriptions of other new species from elsewhere in the Pacific Ocean. Proc Biol Soc Wash 103(1): 205–228"
cold-water corals,USA,"Bayer, F. M. (1997). Narella nuttingi, a new gorgonacean ococoral of the Family Primnoidae (Anthozoa) from the eastern Pacific. Proc. Biol. Soc. Wash. 110(4):  511-519"
cold-water corals,USA,Brooke S. & Ross S.W. (2014). First observations of the cold-water coral Lophelia pertusa in mid-Atlantic canyons of the USA. Deep Sea Research Part II 104: 245-251. DOI: 10.1016/j.dsr2.2013.06.011
cold-water corals,USA,"Brooke, S., & Young, C. M. (2003). Reproductive ecology of a deep-water scleractinian coral, Oculina varicosa, from the southeast Florida shelf. Continental Shelf Research, 23(9), 847-858."
cold-water corals,USA,Brooks et al. (2004)
seagrasses,USA,"Brouns, J. (1982). Seagrass Ecosystem Research Lab. [Seagrass Research Page at Florida International University]"
seagrasses,USA,"Bulthuis, D.A. (1995). Distribution of seagrasses in a North Puget Sound estuary: Padilla Bay, Washington, USA. 99-105."
seagrasses,USA,Bureau of the Convention on Wetlands. (2003). Ramsar Sites Database Service. Retrieved from https://rsis.ramsar.org
cold-water corals,USA,Cairns SD. (1979). The deep-water Scleractinia of the Caribbean Sea and adjacent waters. Studies on the Fauna of Curaçao and other Caribbean Islands 57(1): 1-341. URL: http://repository.naturalis.nl/record/506218
cold-water corals,USA,"Cairns, S. D. (1979). The deep-water Scleractinia of the Caribbean Sea and adjacent waters. Studies on the Fauna of Curaçao and other Caribbean Islands, 57(1), 1-341."
cold-water corals,USA,"Cairns, S. D. (1984). New records of ahermatypic corals (Scleractinia) from the Hawaiian and Line Islands. Occasional Papers Bishop Museum."
cold-water corals,USA,"Cairns, S. D. (1987). Evolutionary trends in the Stylasteridae (Cnidaria, Hydrozoa). Modern Trends in the Systematics, Ecology, and Evolution of Hydroids and Hydromedudae."
cold-water corals,USA,"Cairns, S. D. (1994). Scleractinia of the temperate North Pacific. Smithsonian Contributions to Zoology."
cold-water corals,USA,"Cairns, S. D. (2000). A revision of the shallow-water azooxanthellate Scleractinia of the Western Atlantic. Studies on the Fauna of Curacao and other Caribbean Islands."
cold-water corals,USA,"Cairns, S. D. (2001). Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa) Part 1: The genus Chrysogorgia Duchassaing & Michelotti, 1864. Proceedings of the Biological Society of Washington."
cold-water corals,USA,"Cairns, S. D. (2005). Revision of the Hawaiian Stylasteridae (Cnidaria: Hydrozoa: Athecata). Pacific Science, 59(3), 439-451."
cold-water corals,USA,"Cairns, S. D., & Baco, A. (2007). Review and five new Alaskan species of the deep‐water octocoral Narella (Octocorallia: Primnoidae). Systematics and Biodiversity, 5(4), 391-407."
cold-water corals,USA,"Cairns, S. D., & Bayer, F. M. (2003). Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 3. The genus Narella Gray, 1870. Proceedings of the Biological Society of Washington. 116(3): 617-648"
cold-water corals,USA,"Cairns, S. D., & Bayer, F. M. (2004). Studies on western Atlantic Octocorallia (Coelenterata: Anthozoa). Part 4. The genus Paracalyptrophora Kinoshita, 1908. Proceedings of the Biological Society of Washington."
cold-water corals,USA,"Chave, E. H., & Malahoff, A. (1998). In deeper waters: photographic studies of Hawaiian deep-sea habitats and life-forms. University of Hawaii Press."
cold-water corals,USA,"Cheng, H., Adkins, J., Edwards, R. L., & Boyle, E. A. (2000). U-Th dating of deep-sea corals. Geochimica et Cosmochimica Acta, 64(14), 2401-2416."
seagrasses,USA,"Clinton, P.J., Young, D.R. & Specht, D.T. (2002). A hybrid high resolution image classification method for mapping eelgrass distributions in Yaquina Bay Estuary, Oregon. CD-ROM."
seagrasses,USA,"Coles, R., & Kuo, J. (1995). Seagrasses. In J. E. Maragos, M. N. A. Peterson, L. G. Eldredge, J. E. Bardach, & H. F. Takeuchi (Eds.), Marine and Coastal Biodiversity in the Tropical Island Pacific Region (Vol. 1, pp. 39-57). (Species Systematics and Information Management Priorities). Honolulu: East West Center, Honolulu."
seagrasses,USA,"Coles, R.G. & Lee Long, W.J. (1999). Seagrasses. In: Marine/Coastal Biodiversity in the Tropical Island Pacific Region. Volume 2: population, development and conservation priorities. Workshop proceedings: 21-46."
saltmarshes,USA,Comisión Nacional de Áreas Naturales Protegidas (CONANP). (2010). Saltmarshes of Mexico
seagrasses,USA,"Croom, M., Wolotira, R. & Henwood, W. (1995). Marine region 15: Northeast Pacific. In: Kelleher, G. Bleakley, C. Wells, S. (Eds). A Global Representative System of Marine Protected Areas. Vol. 4. South Pacific, Northeast Pacific, Northwest Pacific, Southeas"
cold-water corals,USA,Davies A.J. & Guinotte J.M. (2011) Global Habitat Suitability for Framework-Forming Cold-Water Corals. PLoS ONE 6(4): e18483. DOI: https://doi.org/10.1371/journal.pone.0018483
seagrasses,USA,"Dean, T.A., Haldorson, L., Laur, D.R., Jewett, S.C. & Blanchard, A. (2000). The distribution of nearshore fishes in kelp and eelgrass communities in Prince William Sound, Alaska: associations with vegetation and physical habitat characteristics. 271-287."
saltmarshes,USA,"Department of Commerce (DOC), National Oceanic and Atmospheric Administration (NOAA), National Ocean Service (NOS) & Coastal Services Center (CSC). (1999). C-CAP Land Cover, Lower Columbia River Estuary, Oregon, Washington, 2009"
saltmarshes,USA,"Department of Commerce (DOC), National Oceanic and Atmospheric Administration (NOAA), National Ocean Service (NOS) & Coastal Services Center (CSC). (2003). C-CAP Land Cover, Kauai, Hawaii 2005. URL: https://coast.noaa.gov/ccapatlas/"
saltmarshes,USA,"Department of Commerce (DOC), National Oceanic and Atmospheric Administration (NOAA), National Ocean Service (NOS) & Coastal Services Center (CSC). (2005). C-CAP Molokai 2005 era High Resolution Land Cover. URL: https://coast.noaa.gov/ccapatlas/"
saltmarshes,USA,"Department of Commerce (DOC), National Oceanic and Atmospheric Administration (NOAA), National Ocean Service (NOS) & Coastal Services Center (CSC). (2007). C-CAP Oahu 2005 era High Resolution Land Cover. URL: https://coast.noaa.gov/ccapatlas/"
seagrasses,USA,"Department of Commerce (DOC), National Oceanic and Atmospheric Administration (NOAA), National Ocean Service (NOS) & Coastal Services Center (CSC). (2013). Mobile Bay National Estuary Program. URL: http://www.mobilebaynep.com/"
cold-water corals,USA,DeVictor & Morton (2007). Guide to the Shallow-water (0-200 M) Octocorals of South Atlantic Bight.
cold-water corals,USA,"Etnoyer, P., & Morgan, L. (2003). Occurrences of habitat-forming deep sea corals in the Northeast Pacific Ocean. NOAA Office Habitat Protection, Silver Spring, MD."
cold-water corals,USA,"Fautin, D. G. (2004). Hexacorallians of the World. http://hercules. kgs. ku. edu/hexacoral/anemone2/index. cfm."
seagrasses,USA,"Ferguson, R.L., Cross, F.A. and Field, D.W., 1995. NOAA Coastal Change Analysis Program's national program for monitoring seagrasses. In Third Thematic Conference on Remote Sensing for Marine and Coastal Environments, Seattle, Washington."
seagrasses,USA,"Florida Department of Environmental Protection. (2000). MyFlorida.com - The Official Portal of the State of Florida. Retrieved April 30, 2020, from http://www.myflorida.com/"
saltmarshes,USA,Florida Fish and Wildlife Conservation Commission - Fish and Wildlife Research Institute (2010). Saltwater Marsh Florida 1999 - 2010
seagrasses,USA,Florida Fish and Wildlife Conservation Commission - Fish and Wildlife Research Institute (2011). Seagrass Florida. URL: http://research.myfwc.com/
coralreefs,USA,Florida Marine Research Institute. (n.d.). Coral reef data
coralreefs,USA,National Oceanic and Atmospheric Administration (NOAA). Flower Garden Banks National Marine Sanctuary.
cold-water corals,USA,"France, S. C., & Hoover, L. L. (2002). DNA sequences of the mitochondrial COI gene have low levels of divergence among deep-sea octocorals (Cnidaria: Anthozoa). Hydrobiologia, 471(1-3), 149-155."
cold-water corals,USA,"France, S. C., Rosel, P. E., & Ewann, J. (1996). DNA sequence variation of mitochondrial large-subunit rRNA. Mol. Mar. Biol. Biotechnology, 5(1), 15-28."
coralreefs,USA,FWC-FWRI and Nova Southeastern University (2004) Benthic habitats of Broward County (Draft). Florida Fish and Wildlife Conservation Commission-Fish and Wildlife Research Institute.
coralreefs,USA,"FWC-FWRI and Nova Southeastern University (2004). Palm Beach Habitat Mapping. Nova Southeastern University Oceanographic Center, Florida, USA."
cold-water corals,USA,"Goldstein, S. J., Lea, D. W., Chakraborty, S., Kashgarian, M., & Murrell, M. T. (2001). Uranium-series and radiocarbon geochronology of deep-sea corals: implications for Southern Ocean ventilation rates and the oceanic carbon cycle. Earth and Planetary Science Letters, 193(1-2), 167-182."
cold-water corals,USA,"Grigg, R. W., & Bayer, F. M. (1976). Present knowledge of the systematics and zoogeography of the order Gorgonacea in Hawaii. Pacific Science 30 (2): 167 - 175"
cold-water corals,USA,"Grigg, R. W., & Opresko, D. M. (1977). Order Antipatharia, black corals. Reef and shore fauna of Hawaii. Section, 1, 242-261."
cold-water corals,USA,"Grygier, M. J., & Cairns, S. D. (1996). Suspected neoplasms in deep-sea corals (Scleractinia: Oculinidae: Madrepora spp.) reinterpreted as galls caused by Petrarca madreporae n. sp.(Crustacea: Ascothoracida: Petrarcidae). Diseases of aquatic Organisms, 24(1), 61-69."
seagrasses,USA,"Handley, L.R. 2001. Seagrass distribution in the Northern Gulf of Mexico."
seagrasses,USA,"Harding, L.W. Jr., Butler, J.H. 1979. The standing stock and production of eelgrass, _Zostera marina_, in Humboldt Bay, California. 151-158."
cold-water corals,USA,"Harvard University (1936) Memoirs of the Museum of Comparative Zoology at Harvard College, Volume L111. Cambridge, Massachussets, USA."
cold-water corals,USA,"Hebbeln, D., Wienberg, C., Beuck, L., Dehning, K., Dullo, C., Erberli, G., Freiwald, A., Glogowski, S., Garlichs, T., Jansen, F. & Joseph, N. (2012). Report and preliminary results of R/V MARIA S. MERIAN cruise MSM20-4. WACOM-West-Atlantic Cold-water Coral Ecosystem: The West Side Story, Bridgetown-Freeport, 14 March-07 April 2012."
cold-water corals,USA,"Hecker, B., Blechschmidt, G., & Gibson, P. (1980). Epifaunal zonation and community structure in three Mid-and North Atlantic canyons. Canyon Assessment Study Final Report. prepared for US Department of the Interior, Bureau of Land Management."
seagrasses,USA,"Hoffman, B. 2001. [Personal communication]."
cold-water corals,USA,"Hoskin, C. M., Geier, J. C., & Reed, J. K. (1983). Sediment produced from abrasion of the branching stony coral Oculina varicosa. Journal of Sedimentary Research, 53(3), 779-786."
cold-water corals,USA,"Hyland, J. L., Cooksey, C. L., Bowlby, C. E., Brancato, M. S., & Intelmann, S. S. (2005). A pilot survey of deepwater coral/sponge assemblages and their susceptibility to fishing/harvest impacts at the Olympic Coast National Marine Sanctuary (OCNMS): cruise report: NOAA ship McArthur II cruise AR-04-04, Leg 2 (June 1-12, 2004)."
coralreefs,USA,"IMaRS-USF, IRD (Institut de Recherche pour le Developpement) (2005). Millennium Coral Reef Mapping Project. Validated maps. Cambridge (UK): UNEP World Conservation Monitoring Centre"
seagrasses,USA,"IUCN & UNEP-WCMC. (2003). The World Database on Protected Areas (WDPA) [On-line]. Cambridge, UK: UNEP-WCMC. Available at: www.protectedplanet.net."
cold-water corals,USA,"J.F. Adkins, E.A. Boyle, W.B. Curry, A. Lutringer, Stable isotopes in deep-sea corals and a new mechanism for “vital effects”, Geochimica et Cosmochimica Acta, Volume 67, Issue 6, 15 March 2003, Pages 1129-1143, ISSN 0016-7037, 10.1016/S0016-7037(02)01203-6."
seagrasses,USA,"Juday, G. P., & Foster, N. R. (1990). A preliminary look at effects of the Exxon Valdez oil spill on Green Island Research natural area. Agroborealis-Alaska Agricultural and Forestry Experiment Station, University of Alaska-Fairbanks (USA)."
seagrasses,USA,"Kentula, M.E. & David McIntire, C. (1986). The autecology and production dynamics of eelgrass (_Zostera marina_) in Netart's Bay, Oregon. Estuaries 9: 188. DOI:10.2307/1352130"
seagrasses,USA,"Kowalski, J.L., DeYoe, H.R., Allison, T.C. & Kaldy, J.E. (2001). Productivity estimation in Halodule wrightii: comparison of leaf-clipping and leaf-marking techniques, and the importance of clip height. Marine Ecology Progress Series 220: 131-136."
cold-water corals,USA,"Lazier, A. V., Smith, J. E., Risk, M. J., & Schwarcz, H. P. (1999). The skeletal structure of Desmophyllum cristagalli: the use of deep‐water corals in sclerochronology. Lethaia, 32(2), 119-130."
cold-water corals,USA,MacDonald et al. (1989)
seagrasses,USA,"Mattson, R. A. (1999). Seagrass ecosystem characteristics and research and management needs in the Florida Big Bend. Seagrasses: monitoring, ecology, physiology, and management. Stephen A. Bortone (ed.). CRC Marine Science Series, Boca Raton, FL, 259-277."
seagrasses,USA,"McDermid, K.J., Gregoritza, M.C. & Freshwater D.W. (2002). A new record of a second seagrass species from the Hawaiian archipelago: Halophila decipiens Ostenfeld. Aquatic Botany 74(3): 257–262."
seagrasses,USA,McRoy CP. 1970. Standing stocks and other features of eelgrass (Zostera marina) populations on the coast of Alaska. Journal of the Fisheries Research Board of Canada 27(10): 1811-1821. DOI: 10.1139/f70-199
seagrasses,USA,"McRoy, P., Bridges, K.W. 1998. Eelgrass survey of Eastern Prince William Sound. Report to the U.S. Army Corps of Engineers"
cold-water corals,USA,"Milliman, J. D., Manheim, F. T., Pratt, R. M., & Zarudzki, E. F. K. (1967). Alvin dives on the continental margin off the southeastern United States. US Geological Survey."
cold-water corals,USA,"Moore, D. R., & Bullis Jr, H. R. (1960). A deep-water coral reef in the Gulf of Mexico. Bulletin of Marine Science, 10(1), 125-128."
cold-water corals,USA,"Moore, J. A., Vecchione, M., Collette, B. B., Gibbons, R., Hartel, K. E., Galbraith, J. K., Turnipseed, M., Southworth, M. & Watkins, E. (2003). Biodiversity of Bear Seamount, New England seamount chain: results of exploratory trawling. Journal of Northwest Atlantic Fishery Science, 31, 363."
